,person_id,age,sex,household_id,workplace_id,district_id,economic_status,economic_activity_location_id,school_goers,manufacturing_workers
1144,1144,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
1145,1145,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1146,1146,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
1147,1147,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1148,1148,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
1149,1149,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1150,1150,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
1151,1151,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1152,1152,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
1153,1153,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
1154,1154,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1155,1155,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1156,1156,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
1157,1157,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1158,1158,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
1159,1159,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1160,1160,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
1161,1161,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1162,1162,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1163,1163,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1164,1164,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1165,1165,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1166,1166,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1167,1167,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1168,1168,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
1169,1169,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1170,1170,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1171,1171,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1172,1172,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1173,1173,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1174,1174,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1175,1175,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
1176,1176,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
1177,1177,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
1178,1178,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1179,1179,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
1180,1180,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
1181,1181,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1182,1182,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1183,1183,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1184,1184,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
1185,1185,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1186,1186,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1187,1187,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1188,1188,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
1189,1189,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1190,1190,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1191,1191,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1192,1192,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1193,1193,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
1194,1194,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
1195,1195,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
1196,1196,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1197,1197,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
1198,1198,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1199,1199,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1200,1200,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1201,1201,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1202,1202,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1203,1203,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
1204,1204,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1205,1205,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1206,1206,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
1207,1207,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1208,1208,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1209,1209,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1210,1210,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
1211,1211,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1212,1212,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1213,1213,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
1214,1214,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1215,1215,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1216,1216,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1217,1217,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1218,1218,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1219,1219,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1220,1220,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1221,1221,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
1222,1222,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1223,1223,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
1224,1224,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1225,1225,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1226,1226,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1227,1227,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1228,1228,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1229,1229,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1230,1230,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1231,1231,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1232,1232,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1233,1233,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1234,1234,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1235,1235,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1236,1236,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1237,1237,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1238,1238,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
1239,1239,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1240,1240,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1241,1241,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1242,1242,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
1243,1243,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1244,1244,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1245,1245,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1246,1246,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1247,1247,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1248,1248,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1249,1249,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1250,1250,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1251,1251,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1252,1252,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1253,1253,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1254,1254,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
1255,1255,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1256,1256,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1257,1257,16,female,4751000,district_1_Current Students_4,1,Current Students,1.0,1,0.0
1258,1258,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1259,1259,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1260,1260,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
1261,1261,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1262,1262,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1263,1263,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1264,1264,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
1265,1265,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1266,1266,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1267,1267,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1268,1268,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1269,1269,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
1270,1270,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1271,1271,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
1272,1272,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1273,1273,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1274,1274,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1275,1275,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1276,1276,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1277,1277,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1278,1278,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1279,1279,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1280,1280,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1281,1281,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1282,1282,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1283,1283,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1284,1284,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1285,1285,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
1286,1286,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
1287,1287,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1288,1288,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1289,1289,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1290,1290,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1291,1291,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1292,1292,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1293,1293,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1294,1294,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1295,1295,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
1296,1296,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
1297,1297,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1298,1298,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1299,1299,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1300,1300,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1301,1301,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1302,1302,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1303,1303,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1304,1304,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1305,1305,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1306,1306,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1307,1307,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
1308,1308,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1309,1309,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1310,1310,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1311,1311,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
1312,1312,19,female,902000,district_2_Current Students_2,2,Current Students,1.0,1,0.0
1313,1313,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1314,1314,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1315,1315,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1316,1316,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1317,1317,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1318,1318,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
1319,1319,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1320,1320,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
1321,1321,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1322,1322,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1323,1323,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1324,1324,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
1325,1325,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
1326,1326,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1327,1327,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1328,1328,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1329,1329,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1330,1330,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1331,1331,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1332,1332,27,female,1146000,district_1_Office workers_1,1,Office workers,1.0,0,0.0
1333,1333,40,male,2300000,district_2_Office workers_1,2,Office workers,1.0,0,0.0
1334,1334,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1335,1335,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1336,1336,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1337,1337,23,female,2524000,district_1_Homemakers/Housework_3,1,Homemakers/Housework,1.0,0,0.0
1338,1338,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
1339,1339,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1340,1340,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1341,1341,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1342,1342,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1343,1343,20,male,4198000,"district_1_Not working, inactive, not in universe_3",1,"Not working, inactive, not in universe",1.0,0,0.0
1344,1344,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1345,1345,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1346,1346,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1347,1347,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1348,1348,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
1349,1349,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1350,1350,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1351,1351,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1352,1352,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1353,1353,41,female,3465000,district_1_Teachers_5,1,Teachers,1.0,1,0.0
1354,1354,15,female,882000,"district_2_Not working, inactive, not in universe_2",2,"Not working, inactive, not in universe",1.0,0,0.0
1355,1355,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
1356,1356,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1357,1357,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1358,1358,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1359,1359,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
1360,1360,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1361,1361,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1362,1362,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1363,1363,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
1364,1364,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1365,1365,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1366,1366,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1367,1367,57,female,6668000,district_1_Service workers_1,1,Service workers,1.0,0,0.0
1368,1368,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1369,1369,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1370,1370,20,male,4198000,"district_1_Not working, inactive, not in universe_2",1,"Not working, inactive, not in universe",1.0,0,0.0
1371,1371,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1372,1372,15,female,882000,"district_2_Not working, inactive, not in universe_4",2,"Not working, inactive, not in universe",1.0,0,0.0
1373,1373,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1374,1374,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
1375,1375,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
1376,1376,57,female,6668000,district_1_Service workers_4,1,Service workers,1.0,0,0.0
1377,1377,27,female,1146000,district_1_Office workers_5,1,Office workers,1.0,0,0.0
1378,1378,40,male,2300000,district_2_Office workers_5,2,Office workers,1.0,0,0.0
1379,1379,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1380,1380,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1381,1381,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
1382,1382,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1383,1383,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
1384,1384,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1385,1385,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1386,1386,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1387,1387,40,male,2300000,district_2_Office workers_2,2,Office workers,1.0,0,0.0
1388,1388,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1389,1389,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1390,1390,15,female,882000,"district_2_Not working, inactive, not in universe_5",2,"Not working, inactive, not in universe",1.0,0,0.0
1391,1391,23,female,2524000,district_1_Homemakers/Housework_5,1,Homemakers/Housework,1.0,0,0.0
1392,1392,16,female,4751000,district_1_Current Students_2,1,Current Students,1.0,1,0.0
1393,1393,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
1394,1394,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1395,1395,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
1396,1396,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1397,1397,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1398,1398,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
1399,1399,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1400,1400,23,female,2524000,district_1_Homemakers/Housework_2,1,Homemakers/Housework,1.0,0,0.0
1401,1401,16,female,4751000,district_1_Current Students_1,1,Current Students,1.0,1,0.0
1402,1402,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1403,1403,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1404,1404,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
1405,1405,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
1406,1406,20,male,4198000,"district_1_Not working, inactive, not in universe_4",1,"Not working, inactive, not in universe",1.0,0,0.0
1407,1407,41,female,3465000,district_1_Teachers_3,1,Teachers,1.0,1,0.0
1408,1408,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1409,1409,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1410,1410,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1411,1411,19,female,902000,district_2_Current Students_4,2,Current Students,1.0,1,0.0
1412,1412,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1413,1413,27,female,1146000,district_1_Office workers_3,1,Office workers,1.0,0,0.0
1414,1414,40,male,2300000,district_2_Office workers_4,2,Office workers,1.0,0,0.0
1415,1415,20,male,4198000,"district_1_Not working, inactive, not in universe_1",1,"Not working, inactive, not in universe",1.0,0,0.0
1416,1416,41,female,3465000,district_1_Teachers_4,1,Teachers,1.0,1,0.0
1417,1417,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
1418,1418,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1419,1419,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1420,1420,19,female,902000,district_2_Current Students_3,2,Current Students,1.0,1,0.0
1421,1421,57,female,6668000,district_1_Service workers_5,1,Service workers,1.0,0,0.0
1422,1422,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1423,1423,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1424,1424,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1425,1425,41,female,3465000,district_1_Teachers_2,1,Teachers,1.0,1,0.0
1426,1426,15,female,882000,"district_2_Not working, inactive, not in universe_1",2,"Not working, inactive, not in universe",1.0,0,0.0
1427,1427,23,female,2524000,district_1_Homemakers/Housework_1,1,Homemakers/Housework,1.0,0,0.0
1428,1428,16,female,4751000,district_1_Current Students_5,1,Current Students,1.0,1,0.0
1429,1429,19,female,902000,district_2_Current Students_1,2,Current Students,1.0,1,0.0
1430,1430,57,female,6668000,district_1_Service workers_2,1,Service workers,1.0,0,0.0
1431,1431,27,female,1146000,district_1_Office workers_4,1,Office workers,1.0,0,0.0
1432,1432,40,male,2300000,district_2_Office workers_3,2,Office workers,1.0,0,0.0
1433,1433,20,male,4198000,"district_1_Not working, inactive, not in universe_5",1,"Not working, inactive, not in universe",1.0,0,0.0
1434,1434,41,female,3465000,district_1_Teachers_1,1,Teachers,1.0,1,0.0
1435,1435,15,female,882000,"district_2_Not working, inactive, not in universe_3",2,"Not working, inactive, not in universe",1.0,0,0.0
1436,1436,23,female,2524000,district_1_Homemakers/Housework_4,1,Homemakers/Housework,1.0,0,0.0
1437,1437,16,female,4751000,district_1_Current Students_3,1,Current Students,1.0,1,0.0
1438,1438,19,female,902000,district_2_Current Students_5,2,Current Students,1.0,1,0.0
1439,1439,57,female,6668000,district_1_Service workers_3,1,Service workers,1.0,0,0.0
1440,1440,27,female,1146000,district_1_Office workers_2,1,Office workers,1.0,0,0.0
