admin_zone_id,pctdif_distance
ZW140610,1.0
ZW140611,1.0
ZW170230,1.0
ZW170201,1.0
ZW170307,1.0
ZW170310,1.0
ZW142818,1.0
ZW170507,1.0
ZW170207,1.0
ZW170233,1.0
ZW170213,1.0
ZW170224,1.0
ZW170234,1.0
ZW170209,1.0
ZW170311,1.0
ZW170212,1.0
ZW170211,1.0
ZW170210,1.0
ZW170317,1.0
ZW140515,1.0
ZW142815,1.0
ZW142817,1.0
ZW170225,1.0
ZW170208,1.0
ZW142814,1.0
ZW142813,1.0
ZW140627,1.0
ZW142501,1.0
ZW142503,1.0
ZW142511,1.0
ZW142502,1.0
ZW140117,1.0
ZW140122,1.0
ZW140111,1.0
ZW140301,1.0
ZW140621,1.0
ZW140606,1.0
ZW140604,1.0
ZW140124,1.0
ZW140123,1.0
ZW140109,1.0
ZW140110,1.0
ZW140127,1.0
ZW140104,1.0
ZW140112,1.0
ZW140129,1.0
ZW140103,1.0
ZW130811,1.0
ZW140108,1.0
ZW140107,1.0
ZW140105,1.0
ZW142714,1.0
ZW142713,1.0
ZW140601,1.0
ZW140608,1.0
ZW140125,1.0
ZW140609,1.0
ZW140628,1.0
ZW142312,1.0
ZW140629,1.0
ZW140120,1.0
ZW140128,1.0
ZW142301,1.0
ZW142310,1.0
ZW142304,1.0
ZW140119,1.0
ZW140602,1.0
ZW140607,1.0
ZW140603,1.0
ZW140605,1.0
ZW142307,1.0
ZW142309,1.0
ZW142306,1.0
ZW140626,1.0
ZW140114,1.0
ZW142305,1.0
ZW142308,1.0
ZW142311,1.0
ZW140113,1.0
ZW142302,1.0
ZW142303,1.0
ZW140314,1.0
ZW140309,1.0
ZW140307,1.0
ZW140116,1.0
ZW140303,1.0
ZW140312,1.0
ZW140118,1.0
ZW140310,1.0
ZW140313,1.0
ZW140308,1.0
ZW140305,1.0
ZW140302,1.0
ZW140306,1.0
ZW140304,1.0
ZW142506,1.0
ZW142504,1.0
ZW130609,1.0
ZW130611,1.0
ZW130207,1.0
ZW130616,1.0
ZW130209,1.0
ZW130212,1.0
ZW130218,1.0
ZW130217,1.0
ZW130614,1.0
ZW130615,1.0
ZW130628,1.0
ZW130208,1.0
ZW130213,1.0
ZW130613,1.0
ZW130216,1.0
ZW130214,1.0
ZW130627,1.0
ZW130225,1.0
ZW130625,1.0
ZW130626,1.0
ZW130219,1.0
ZW130403,1.0
ZW130401,1.0
ZW130220,1.0
ZW130629,1.0
ZW130414,1.0
ZW130816,1.0
ZW130415,1.0
ZW130416,1.0
ZW130417,1.0
ZW130422,1.0
ZW130421,1.0
ZW132109,1.0
ZW132112,1.0
ZW130423,1.0
ZW132111,1.0
ZW132609,1.0
ZW130402,1.0
ZW132605,1.0
ZW132603,1.0
ZW132604,1.0
ZW130404,1.0
ZW132606,1.0
ZW132104,1.0
ZW132105,1.0
ZW130805,1.0
ZW130806,1.0
ZW130418,1.0
ZW132107,1.0
ZW130413,1.0
ZW132103,1.0
ZW132110,1.0
ZW130406,1.0
ZW130411,1.0
ZW192118,1.0
ZW192225,1.0
ZW192221,1.0
ZW192133,1.0
ZW192144,1.0
ZW192128,1.0
ZW192204,1.0
ZW192136,1.0
ZW192135,1.0
ZW120118,1.0
ZW120420,1.0
ZW192142,1.0
ZW192141,1.0
ZW140624,1.0
ZW192117,1.0
ZW130809,1.0
ZW192130,1.0
ZW192132,1.0
ZW192108,1.0
ZW192107,1.0
ZW192134,1.0
ZW192126,1.0
ZW192143,1.0
ZW192116,1.0
ZW192140,1.0
ZW192139,1.0
ZW192145,1.0
ZW192137,1.0
ZW192305,1.0
ZW192303,1.0
ZW192115,1.0
ZW192138,1.0
ZW192124,1.0
ZW192125,1.0
ZW192131,1.0
ZW192127,1.0
ZW192129,1.0
ZW192103,1.0
ZW192112,1.0
ZW192123,1.0
ZW110718,1.0
ZW110717,1.0
ZW192102,1.0
ZW192105,1.0
ZW192114,1.0
ZW192106,1.0
ZW192110,1.0
ZW192104,1.0
ZW192119,1.0
ZW192306,1.0
ZW192301,1.0
ZW192205,1.0
ZW192203,1.0
ZW192202,1.0
ZW192201,1.0
ZW192208,1.0
ZW192210,1.0
ZW192211,1.0
ZW192213,1.0
ZW192214,1.0
ZW192215,1.0
ZW192216,1.0
ZW192219,1.0
ZW192220,1.0
ZW192217,1.0
ZW110730,1.0
ZW140404,1.0
ZW170218,1.0
ZW110602,1.0
ZW110601,1.0
ZW110603,1.0
ZW110629,1.0
ZW140226,1.0
ZW140634,1.0
ZW140632,1.0
ZW142607,1.0
ZW142605,1.0
ZW142603,1.0
ZW142602,1.0
ZW142606,1.0
ZW142604,1.0
ZW142601,1.0
ZW140223,1.0
ZW140216,1.0
ZW170220,1.0
ZW170223,1.0
ZW170221,1.0
ZW140224,1.0
ZW140225,1.0
ZW140409,1.0
ZW140402,1.0
ZW140505,1.0
ZW140507,1.0
ZW140614,1.0
ZW140613,1.0
ZW140616,1.0
ZW130912,1.0
ZW130914,1.0
ZW120721,1.0
ZW130915,1.0
ZW130601,1.0
ZW122110,1.0
ZW122109,1.0
ZW130602,1.0
ZW130908,1.0
ZW130907,1.0
ZW130909,1.0
ZW130906,1.0
ZW120513,1.0
ZW120514,1.0
ZW120520,1.0
ZW120406,1.0
ZW120407,1.0
ZW120529,1.0
ZW120527,1.0
ZW120524,1.0
ZW120526,1.0
ZW120525,1.0
ZW120528,1.0
ZW120521,1.0
ZW120523,1.0
ZW120516,1.0
ZW120213,1.0
ZW120214,1.0
ZW120539,1.0
ZW120228,1.0
ZW120401,1.0
ZW120403,1.0
ZW120402,1.0
ZW120222,1.0
ZW122108,1.0
ZW120416,1.0
ZW120703,1.0
ZW120702,1.0
ZW120704,1.0
ZW120540,1.0
ZW120404,1.0
ZW120405,1.0
ZW120705,1.0
ZW120701,1.0
ZW120725,1.0
ZW120102,1.0
ZW120427,1.0
ZW120726,1.0
ZW120710,1.0
ZW120708,1.0
ZW120105,1.0
ZW120714,1.0
ZW120928,1.0
ZW120723,1.0
ZW120728,1.0
ZW120101,1.0
ZW120408,1.0
ZW120709,1.0
ZW130904,1.0
ZW130504,1.0
ZW130903,1.0
ZW130505,1.0
ZW130506,1.0
ZW130512,1.0
ZW120715,1.0
ZW120104,1.0
ZW120103,1.0
ZW120410,1.0
ZW120409,1.0
ZW120425,1.0
ZW120413,1.0
ZW120412,1.0
ZW120411,1.0
ZW120711,1.0
ZW130508,1.0
ZW130507,1.0
ZW130516,1.0
ZW130703,1.0
ZW130704,1.0
ZW120113,1.0
ZW130728,1.0
ZW130722,1.0
ZW110702,1.0
ZW120109,1.0
ZW120625,1.0
ZW110701,1.0
ZW120718,1.0
ZW120720,1.0
ZW120108,1.0
ZW142402,1.0
ZW120114,1.0
ZW120522,1.0
ZW142401,1.0
ZW120422,1.0
ZW120435,1.0
ZW120421,1.0
ZW122103,1.0
ZW122112,1.0
ZW142403,1.0
ZW120226,1.0
ZW122111,1.0
ZW122106,1.0
ZW120717,1.0
ZW120215,1.0
ZW120706,1.0
ZW120707,1.0
ZW120621,1.0
ZW120616,1.0
ZW120614,1.0
ZW142409,1.0
ZW120209,1.0
ZW142408,1.0
ZW120810,1.0
ZW120227,1.0
ZW120533,1.0
ZW120511,1.0
ZW120320,1.0
ZW120808,1.0
ZW120807,1.0
ZW120224,1.0
ZW120504,1.0
ZW120505,1.0
ZW120623,1.0
ZW120532,1.0
ZW120534,1.0
ZW120531,1.0
ZW120506,1.0
ZW120208,1.0
ZW120210,1.0
ZW120218,1.0
ZW120217,1.0
ZW120508,1.0
ZW120507,1.0
ZW120535,1.0
ZW120221,1.0
ZW120501,1.0
ZW162301,1.0
ZW160207,1.0
ZW162306,1.0
ZW162304,1.0
ZW160211,1.0
ZW170611,1.0
ZW150402,1.0
ZW150404,1.0
ZW180615,1.0
ZW150509,1.0
ZW170332,1.0
ZW150206,1.0
ZW130310,1.0
ZW110432,1.0
ZW112210,1.0
ZW112209,1.0
ZW120112,1.0
ZW130203,1.0
ZW120806,1.0
ZW120603,1.0
ZW120319,1.0
ZW162302,1.0
ZW160304,1.0
ZW162107,1.0
ZW162303,1.0
ZW160610,1.0
ZW110713,1.0
ZW110714,1.0
ZW160507,1.0
ZW162106,1.0
ZW182204,1.0
ZW170637,1.0
ZW170625,1.0
ZW170612,1.0
ZW180530,1.0
ZW180329,1.0
ZW180327,1.0
ZW180208,1.0
ZW182203,1.0
ZW180726,1.0
ZW180528,1.0
ZW110325,1.0
ZW110328,1.0
ZW150719,1.0
ZW160206,1.0
ZW170232,1.0
ZW172201,1.0
ZW150703,1.0
ZW150213,1.0
ZW180308,1.0
ZW180533,1.0
ZW112208,1.0
ZW172309,1.0
ZW140222,1.0
ZW180734,1.0
ZW180439,1.0
ZW110127,1.0
ZW110310,1.0
ZW150411,1.0
ZW150406,1.0
ZW150412,1.0
ZW172305,1.0
ZW170402,1.0
ZW170405,1.0
ZW150528,1.0
ZW150521,1.0
ZW152108,1.0
ZW152109,1.0
ZW152104,1.0
ZW112107,1.0
ZW170331,1.0
ZW170318,1.0
ZW110506,1.0
ZW110507,1.0
ZW110525,1.0
ZW112106,1.0
ZW112117,1.0
ZW112204,1.0
ZW112201,1.0
ZW112207,1.0
ZW150427,1.0
ZW150307,1.0
ZW150308,1.0
ZW152102,1.0
ZW150113,1.0
ZW150310,1.0
ZW170216,1.0
ZW170206,1.0
ZW120433,1.0
ZW120111,1.0
ZW120417,1.0
ZW120724,1.0
ZW130501,1.0
ZW142407,1.0
ZW142404,1.0
ZW120815,1.0
ZW120804,1.0
ZW120613,1.0
ZW120624,1.0
ZW120206,1.0
ZW150101,1.0
ZW150123,1.0
ZW160214,1.0
ZW160308,1.0
ZW160620,1.0
ZW140201,1.0
ZW160102,1.0
ZW180215,1.0
ZW160302,1.0
ZW110330,1.0
ZW120801,1.0
ZW160513,1.0
ZW180503,1.0
ZW160104,1.0
ZW150103,1.0
ZW150117,1.0
ZW150111,1.0
ZW160624,1.0
ZW120323,1.0
ZW180221,1.0
ZW180214,1.0
ZW160412,1.0
ZW150114,1.0
ZW150315,1.0
ZW150602,1.0
ZW160111,1.0
ZW160419,1.0
ZW160309,1.0
ZW110319,1.0
ZW150711,1.0
ZW142804,1.0
ZW120811,1.0
ZW160523,1.0
ZW170312,1.0
ZW150221,1.0
ZW170314,1.0
ZW142716,1.0
ZW170319,1.0
ZW110434,1.0
ZW170228,1.0
ZW110413,1.0
ZW140408,1.0
ZW170227,1.0
ZW140403,1.0
ZW140209,1.0
ZW140220,1.0
ZW140519,1.0
ZW110704,1.0
ZW120207,1.0
ZW160306,1.0
ZW160316,1.0
ZW160313,1.0
ZW180612,1.0
ZW180332,1.0
ZW180604,1.0
ZW180729,1.0
ZW180226,1.0
ZW180207,1.0
ZW110719,1.0
ZW140213,1.0
ZW150714,1.0
ZW150715,1.0
ZW150419,1.0
ZW170702,1.0
ZW150202,1.0
ZW170115,1.0
ZW170516,1.0
ZW170501,1.0
ZW130115,1.0
ZW110509,1.0
ZW110519,1.0
ZW170231,1.0
ZW170306,1.0
ZW170235,1.0
ZW170236,1.0
ZW140126,1.0
ZW140405,1.0
ZW140401,1.0
ZW140411,1.0
ZW140503,1.0
ZW120220,1.0
ZW170120,1.0
