,person_id,age,sex,household_id,workplace_id,district_id,economic_status,economic_activity_location_id,school_goers,manufacturing_workers
7,1843,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,1844,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,1845,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,1846,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,1847,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,1848,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,1849,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,1850,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,1851,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,1852,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,1853,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,1854,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,1855,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,1856,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,1857,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,1858,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,1859,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,1860,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,1861,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,1862,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,1863,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,1864,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,1865,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,1866,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,1867,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,1868,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,1869,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,1870,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,1871,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,1872,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,1873,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,1874,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,1875,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,1876,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,1877,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,1878,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,1879,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,1880,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,1881,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,1882,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,1883,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,1884,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,1885,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,1886,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,1887,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,1888,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,1889,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,1890,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,1891,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,1892,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,1893,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,1894,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,1895,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,1896,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,1897,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,1898,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,1899,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,1900,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,1901,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,1902,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,1903,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,1904,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,1905,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,1906,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,1907,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,1908,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,1909,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,1910,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,1911,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,1912,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,1913,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,1914,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,1915,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,1916,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,1917,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,1918,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,1919,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,1920,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,1921,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,1922,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,1923,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,1924,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,1925,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,1926,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,1927,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,1928,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,1929,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,1930,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,1931,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,1932,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,1933,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,1934,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,1935,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,1936,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,1937,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,1938,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,1939,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,1940,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,1941,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,1942,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,1943,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,1944,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,1945,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,1946,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,1947,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,1948,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,1949,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,1950,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,1951,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,1952,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,1953,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,1954,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,1955,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,1956,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,1957,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,1958,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,1959,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,1960,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,1961,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,1962,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,1963,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,1964,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,1965,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,1966,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,1967,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,1968,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,1969,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,1970,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,1971,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,1972,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,1973,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,1974,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,1975,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,1976,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,1977,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,1978,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,1979,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,1980,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,1981,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,1982,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,1983,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,1984,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,1985,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,1986,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,1987,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,1988,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,1989,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,1990,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,1991,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,1992,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,1993,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,1994,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,1995,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,1996,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,1997,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,1998,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,1999,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2000,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,2001,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,2002,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,2003,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,2004,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,2005,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,2006,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,2007,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,2008,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,2009,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,2010,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,2011,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,2012,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,2013,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,2014,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,2015,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,2016,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,2017,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,2018,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,2019,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,2020,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,2021,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,2022,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,2023,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,2024,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,2025,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,2026,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,2027,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,2028,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,2029,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,2030,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,2031,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,2032,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,2033,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2034,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,2035,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,2036,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,2037,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,2038,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,2039,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,2040,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,2041,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,2042,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,2043,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,2044,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,2045,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,2046,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,2047,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,2048,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,2049,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,2050,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,2051,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,2052,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,2053,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,2054,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,2055,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,2056,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,2057,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,2058,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,2059,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,2060,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,2061,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,2062,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,2063,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,2064,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,2065,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,2066,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,2067,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2068,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,2069,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,2070,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,2071,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,2072,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,2073,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,2074,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,2075,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,2076,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,2077,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,2078,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,2079,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,2080,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,2081,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,2082,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,2083,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,2084,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,2085,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,2086,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,2087,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,2088,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,2089,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,2090,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,2091,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,2092,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,2093,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,2094,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,2095,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,2096,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,2097,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,2098,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,2099,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,2100,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,2101,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2102,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,2103,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,2104,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,2105,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,2106,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,2107,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,2108,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,2109,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,2110,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,2111,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,2112,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,2113,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,2114,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,2115,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,2116,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,2117,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,2118,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,2119,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,2120,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,2121,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,2122,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,2123,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,2124,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,2125,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,2126,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,2127,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,2128,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,2129,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,2130,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,2131,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,2132,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,2133,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,2134,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,2135,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2136,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
29,2137,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
30,2138,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
31,2139,27,female,1146000,district_1_office_worker_1,1,office_worker,1.0,0,0.0
32,2140,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
33,2141,27,female,1146000,district_1_religious_1,1,religious,1.0,0,0.0
0,2142,27,female,1146000,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
1,2143,27,female,1146001,district_1_ag_estates_1,1,ag_estates,1.0,0,0.0
2,2144,27,female,1146002,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
3,2145,27,female,1146003,district_1_ag_estates_2,1,ag_estates,1.0,0,0.0
4,2146,40,male,2300000,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
5,2147,40,male,2300001,district_1_manu_mining_trades_1,1,manu_mining_trades,1.0,0,0.0
6,2148,40,male,2300002,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
7,2149,40,male,2300003,district_2_manu_mining_trades_1,2,manu_mining_trades,1.0,0,0.0
8,2150,20,male,4198000,district_1_police_army_1,1,police_army,1.0,0,0.0
9,2151,20,male,4198001,district_1_police_army_1,1,police_army,1.0,0,0.0
10,2152,20,male,4198002,district_1_police_army_2,1,police_army,1.0,0,0.0
11,2153,20,male,4198003,district_1_police_army_2,1,police_army,1.0,0,0.0
12,2154,41,female,3465000,district_1_education_1,1,education,1.0,1,0.0
13,2155,41,female,3465001,district_1_education_1,1,education,1.0,1,0.0
14,2156,41,female,3465002,district_2_education_1,2,education,1.0,1,0.0
15,2157,41,female,3465003,district_2_education_1,2,education,1.0,1,0.0
16,2158,15,female,882000,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
17,2159,15,female,882001,district_2_healthcare_social_work_1,2,healthcare_social_work,1.0,0,0.0
18,2160,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
19,2161,23,female,2524000,district_1_service_retail_1,1,service_retail,1.0,0,0.0
20,2162,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
21,2163,16,female,4751000,district_1_informal_petty_trade_1,1,informal_petty_trade,1.0,1,0.0
22,2164,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
23,2165,19,female,902000,district_2_subsistence_ag_1,2,subsistence_ag,1.0,1,0.0
24,2166,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
25,2167,57,female,6668000,district_1_unemployed_not_ag_1,1,unemployed_not_ag,1.0,0,0.0
26,2168,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
27,2169,27,female,1146000,district_1_other_1,1,other,1.0,0,0.0
28,2170,27,female,1146000,district_1_transport_sector_1,1,transport_sector,1.0,0,0.0
