weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
4,d_25,0,0.73699999,2.1135001,2.1135001,2.1135001,15.2695,15.3174,15.3174,15.3174,15.3174,15.3174,15.3174,15.3174,15.3174,15.3174,15.3174,26.785999,26.9163,46.995399,46.995399,47.513699,47.513699,47.971199,47.971199,99.9711,99.9711,99.9711,99.9711,99.9711,99.9711,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_25,0,0.66140002,2.2344999,2.2344999,2.2344999,15.6896,15.7525,15.7525,15.7525,15.7525,15.7525,15.7525,15.7525,15.7525,15.7525,15.7525,27.3475,27.4557,48.84,48.84,49.385399,49.385399,49.873798,49.873798,99.968002,99.968002,99.968002,99.968002,99.968002,99.968002,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_25,0,0.62949997,2.0153,2.0153,2.0153,16.8139,16.891399,16.891399,16.891399,16.891399,16.891399,16.891399,16.891399,16.891399,16.891399,16.891399,28.127001,28.218901,48.999901,48.999901,49.6063,49.6063,50.034801,50.034801,99.974403,99.974403,99.974403,99.974403,99.974403,99.974403,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_26,0.036699999,4.3182998,4.3182998,4.3182998,4.3182998,4.3256998,4.3256998,4.3256998,4.3256998,4.3397002,4.3397002,4.3397002,4.4148002,4.4148002,4.4148002,4.4148002,6.2656002,6.3683,6.3997998,6.3997998,6.4190001,6.4190001,12.1705,12.1705,12.1705,82.285599,82.312798,89.852097,89.852097,90.2108,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.629898,99.646599,99.646599,99.646599,99.646599,99.668198,99.668198,99.668198,99.671997,99.671997,99.671997,99.684799,99.790001,99.9841,99.9841,100,100
1,d_26,0.043900002,5.3882999,5.3882999,5.3882999,5.3882999,5.4015002,5.4053998,5.4053998,5.4053998,5.4260998,5.4260998,5.4260998,5.5223999,5.5258002,5.5258002,5.5258002,7.2691998,7.4060001,7.4411001,7.4411001,7.4640002,7.4640002,13.0721,13.0721,13.0721,80.891296,80.919701,88.868103,88.868103,89.299301,99.474899,99.474899,99.474899,99.474899,99.479103,99.483704,99.483704,99.483704,99.483704,99.483704,99.483704,99.483704,99.483704,99.483704,99.503799,99.503799,99.503799,99.503799,99.530899,99.530899,99.530899,99.539803,99.543404,99.552803,99.580704,99.712303,99.971001,99.971001,99.990997,100
2,d_26,0.060800001,5.6859999,5.6859999,5.6859999,5.6859999,5.7056999,5.7094002,5.7094002,5.7094002,5.7293,5.7293,5.7293,5.8529,5.8529,5.8529,5.8529,7.5574999,7.7105999,7.7441001,7.7441001,7.7695999,7.7695999,13.333,13.333,13.333,80.7397,80.777,88.444397,88.444397,88.871201,99.400299,99.400299,99.400299,99.403603,99.408203,99.412003,99.412003,99.412003,99.412003,99.412003,99.412003,99.412003,99.412003,99.412003,99.431602,99.431602,99.431602,99.431602,99.462402,99.462402,99.462402,99.478302,99.487297,99.4963,99.522598,99.6772,99.9795,99.9795,99.996696,100
3,d_26,0.060600001,5.4054999,5.4054999,5.4054999,5.4054999,5.4204001,5.4273,5.4273,5.4273,5.4492998,5.4492998,5.4524002,5.5643001,5.5676999,5.5676999,5.5742002,7.336,7.4935002,7.5307999,7.5307999,7.5559001,7.5559001,13.1159,13.1159,13.1159,81.349503,81.379501,88.818802,88.818802,89.242798,99.443298,99.443298,99.443298,99.443298,99.443298,99.446297,99.446297,99.446297,99.446297,99.446297,99.446297,99.446297,99.446297,99.446297,99.470901,99.470901,99.470901,99.470901,99.500298,99.500298,99.500298,99.5159,99.5224,99.528702,99.5522,99.709602,99.979301,99.979301,100,100
4,d_26,0.060400002,5.7947001,5.7947001,5.7947001,5.7947001,5.8158998,5.8185,5.8185,5.8185,5.8404002,5.8404002,5.8404002,5.9396,5.9396,5.9396,5.9425998,7.6827998,7.8469,7.8863001,7.8863001,7.9172001,7.9208002,13.4798,13.4798,13.4825,79.976997,80.0131,88.374199,88.374199,88.779999,99.405296,99.405296,99.405296,99.408501,99.408501,99.414497,99.414497,99.414497,99.414497,99.414497,99.414497,99.414497,99.414497,99.414497,99.439102,99.439102,99.439102,99.439102,99.470901,99.470901,99.470901,99.483902,99.487999,99.500298,99.524803,99.679802,99.973198,99.973198,99.990898,100
5,d_26,0.0524,5.2733002,5.2733002,5.2733002,5.2733002,5.2891002,5.2925,5.2925,5.2925,5.3154998,5.3154998,5.3154998,5.4175,5.4245,5.4245,5.428,7.1947999,7.3372998,7.3754001,7.3754001,7.4036002,7.4074001,12.9167,12.9167,12.92,81.588898,81.619499,89.261398,89.261398,89.616096,99.473999,99.473999,99.473999,99.473999,99.473999,99.478203,99.478203,99.478203,99.478203,99.478203,99.478203,99.478203,99.478203,99.478203,99.4963,99.4963,99.4963,99.4963,99.5252,99.5252,99.5252,99.539497,99.547501,99.552299,99.572899,99.717598,99.9702,99.9702,99.992897,100
6,d_26,0.0528,4.6834002,4.6834002,4.6834002,4.6834002,4.7006001,4.7041001,4.7041001,4.7041001,4.7200999,4.7200999,4.7200999,4.8074002,4.8105001,4.8105001,4.8181,6.4956999,6.6069002,6.6371002,6.6371002,6.6588998,6.6588998,12.2682,12.2682,12.2682,81.835899,81.863297,89.401901,89.401901,89.741798,99.547897,99.547897,99.547897,99.547897,99.547897,99.554604,99.554604,99.554604,99.554604,99.554604,99.554604,99.554604,99.554604,99.554604,99.575798,99.575798,99.575798,99.575798,99.600304,99.600304,99.600304,99.615402,99.619202,99.627998,99.645897,99.764702,99.987701,99.987701,100,100
0,d_27,0,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34150001,0.34889999,0.34889999,0.34889999,0.34889999,0.34889999,0.3739,0.3739,0.3739,0.3739,0.3739,0.3739,0.3739,0.3739,0.40790001,91.644699,91.651497,93.597603,99.160301,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,99.429604,100,100,100,100,100,100,100
1,d_27,0,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.39129999,0.39129999,0.39129999,0.39129999,0.39129999,0.40830001,0.40830001,0.40830001,0.40830001,0.40830001,0.40830001,0.40830001,0.40830001,0.44909999,91.1782,91.197701,93.2584,99.133904,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.4515,99.985901,99.985901,99.992104,100,100,100,100
2,d_27,0,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.36739999,0.39300001,0.39300001,0.39300001,0.39300001,0.39300001,0.40529999,0.40529999,0.40529999,0.40529999,0.40529999,0.40529999,0.40529999,0.40529999,0.45550001,91.460602,91.479401,93.487801,99.278801,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,99.580803,100,100,100,100,100,100,100
3,d_27,0,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3691,0.3915,0.3915,0.3915,0.3915,0.3915,0.41049999,0.41049999,0.41049999,0.41049999,0.41049999,0.41049999,0.41049999,0.41049999,0.4576,91.160797,91.184898,93.240196,99.233803,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.544701,99.996201,99.996201,99.996201,100,100,100,100
4,d_27,0,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4199,0.4436,0.4436,0.4436,0.4436,0.4436,0.47229999,0.4853,0.4853,0.4853,0.4853,0.4912,0.4912,0.498,0.53939998,91.053299,91.067802,93.281601,99.141197,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,99.477203,100,100,100,100,100,100,100
5,d_27,0,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.43360001,0.45429999,0.45429999,0.45429999,0.45429999,0.45429999,0.4851,0.4851,0.4851,0.4851,0.4851,0.4851,0.4851,0.4851,0.52380002,90.915398,90.941399,93.139397,99.196503,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,99.543701,100,100,100,100,100,100,100
6,d_27,0,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.35120001,0.3707,0.3707,0.3707,0.3707,0.3707,0.39590001,0.39590001,0.39590001,0.39590001,0.39590001,0.39590001,0.39590001,0.39590001,0.44459999,91.473503,91.492401,93.742699,99.162201,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,99.4422,100,100,100,100,100,100,100
0,d_28,0.037999999,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.4483,0.45930001,0.45930001,0.45930001,0.45930001,5.5553002,5.5764999,5.5805001,5.5805001,5.5805001,5.5805001,7.1729999,7.1729999,7.1729999,14.5427,14.5595,90.534599,90.534599,90.8433,91.1036,91.1036,91.1036,91.1036,91.1036,91.106903,91.106903,91.106903,91.106903,91.106903,91.106903,91.106903,91.106903,91.106903,91.121902,91.121902,91.121902,91.121902,91.143898,91.143898,91.143898,91.151299,91.364098,93.222702,96.750397,96.900902,99.968002,99.968002,99.996597,100
1,d_28,0.041000001,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.56999999,0.58420002,0.58420002,0.58420002,0.58420002,5.4152002,5.4426999,5.4426999,5.4426999,5.4426999,5.4426999,6.7923002,6.7923002,6.7923002,14.183,14.189,90.159103,90.159103,90.443703,90.742203,90.742203,90.742203,90.742203,90.742203,90.745903,90.745903,90.745903,90.745903,90.745903,90.745903,90.745903,90.745903,90.745903,90.762604,90.762604,90.762604,90.762604,90.787903,90.787903,90.787903,90.800102,91.001404,92.811501,96.571404,96.755402,99.943901,99.943901,99.983398,100
2,d_28,0.054499999,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.63129997,0.64999998,0.64999998,0.64999998,0.64999998,5.6582999,5.6908998,5.6940999,5.6940999,5.6975999,5.6975999,7.1336999,7.1336999,7.1336999,14.6888,14.7049,89.817497,89.817497,90.094101,90.427803,90.427803,90.427803,90.431297,90.431297,90.435097,90.435097,90.435097,90.435097,90.435097,90.435097,90.435097,90.435097,90.435097,90.459503,90.459503,90.459503,90.459503,90.494202,90.494202,90.494202,90.510696,90.710701,92.462601,96.403603,96.615303,99.954399,99.954399,99.988297,100
3,d_28,0.059799999,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.59390002,0.61260003,0.61260003,0.61260003,0.61260003,5.6032,5.6339002,5.6406999,5.6406999,5.6434999,5.6434999,7.0745001,7.0745001,7.0745001,14.7128,14.7266,90.078201,90.078201,90.381599,90.653603,90.653603,90.653603,90.653603,90.653603,90.656502,90.656502,90.656502,90.656502,90.656502,90.656502,90.656502,90.656502,90.656502,90.682999,90.682999,90.682999,90.682999,90.716797,90.716797,90.716797,90.735802,90.922203,92.6884,96.448898,96.674301,99.9506,99.9506,99.986099,100
4,d_28,0.055300001,0.61510003,0.61510003,0.61510003,0.61510003,0.61510003,0.61510003,0.61510003,0.61510003,0.6178,0.6178,0.6178,0.63249999,0.63249999,0.63249999,0.63249999,5.4714999,5.5061998,5.5091,5.5091,5.5091,5.5091,6.8941998,6.8941998,6.8941998,14.5275,14.547,89.949699,89.949699,90.258698,90.592499,90.592499,90.592499,90.592499,90.592499,90.595802,90.595802,90.595802,90.595802,90.595802,90.595802,90.595802,90.595802,90.595802,90.620399,90.620399,90.620399,90.620399,90.653099,90.653099,90.653099,90.665703,90.859398,92.667702,96.422203,96.642403,99.9515,99.9515,99.986298,100
5,d_28,0.050900001,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.588,0.59210002,0.59210002,0.59210002,0.60140002,0.6049,0.6049,0.6049,5.5948,5.6254001,5.6355,5.6355,5.6355,5.6355,7.0067,7.0067,7.0067,14.7122,14.7208,90.267998,90.267998,90.574699,90.898102,90.898102,90.898102,90.898102,90.898102,90.903099,90.903099,90.903099,90.903099,90.903099,90.903099,90.903099,90.903099,90.903099,90.928596,90.928596,90.928596,90.928596,90.961304,90.961304,90.961304,90.981102,91.175797,92.932899,96.602798,96.823097,99.958702,99.958702,99.995201,100
6,d_28,0.0451,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.48609999,0.50010002,0.50010002,0.50010002,0.50010002,5.4052,5.4361,5.4404998,5.4404998,5.4404998,5.4404998,6.8277001,6.8277001,6.8277001,14.4906,14.5023,89.939301,89.939301,90.238403,90.529503,90.529503,90.529503,90.529503,90.529503,90.533699,90.533699,90.533699,90.533699,90.533699,90.533699,90.533699,90.533699,90.533699,90.556999,90.556999,90.556999,90.556999,90.584,90.584,90.584,90.596802,90.792603,92.746597,96.581802,96.755096,99.9608,99.9608,99.989304,100
0,d_29,0,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,0.078599997,7.0056,7.0056,98.5355,98.638603,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,98.6838,100,100,100,100,100,100,100
1,d_29,0,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,0.028100001,7.1206002,7.1206002,98.6632,98.779503,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,98.823997,100,100,100,100,100,100,100
2,d_29,0,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,0.094999999,6.7516999,6.7516999,98.597603,98.735802,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,98.815903,100,100,100,100,100,100,100
3,d_29,0,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,0.081100002,6.8537002,6.8537002,98.643402,98.760201,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,98.809196,100,100,100,100,100,100,100
4,d_29,0,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,0.1148,5.8249002,5.8249002,98.452797,98.5896,98.641502,98.641502,98.641502,98.641502,98.641502,98.641502,98.641502,98.641502,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,98.653603,100,100,100,100,100,100,100
5,d_29,0,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,5.7512002,5.7512002,98.829697,98.931297,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,98.9487,100,100,100,100,100,100,100
6,d_29,0,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,0.084600002,8.6058998,8.6058998,98.454002,98.590797,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,98.6698,100,100,100,100,100,100,100
0,d_3,0,0.259,70.187202,73.308502,75.054703,77.5746,82.139099,82.203499,82.203499,82.203499,82.203499,82.203499,82.203499,82.203499,82.203499,82.203499,89.305199,89.326103,89.390602,89.390602,89.390602,89.390602,89.469704,89.469704,90.2743,90.2743,90.2743,90.2743,90.2743,90.2743,90.2826,93.430099,93.439796,93.439796,99.840599,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.941002,99.967499,99.967499,99.967499,100,100,100,100,100
1,d_3,0.0086,0.29300001,70.599403,73.791298,75.514198,78.047302,82.515701,82.583099,82.583099,82.583099,82.583099,82.583099,82.583099,82.583099,82.583099,82.583099,89.436699,89.459999,89.518204,89.518204,89.518204,89.518204,89.612,89.612,90.295898,90.295898,90.295898,90.295898,90.295898,90.295898,90.295898,93.333099,93.3563,93.370102,99.840202,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.943901,99.981201,99.981201,99.981201,100,100,100,100,100
2,d_3,0,0.27759999,71.416298,74.4664,76.299698,78.854897,83.2444,83.312103,83.312103,83.312103,83.312103,83.312103,83.312103,83.312103,83.312103,83.312103,89.726097,89.741501,89.794197,89.794197,89.794197,89.794197,89.882103,89.882103,90.602402,90.602402,90.602402,90.602402,90.602402,90.602402,90.609299,93.5196,93.526802,93.526802,99.858902,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.939499,99.9795,99.9795,99.9795,100,100,100,100,100
3,d_3,0,0.25009999,69.719704,72.848801,74.605797,77.2509,81.717201,81.778999,81.778999,81.778999,81.778999,81.778999,81.778999,81.778999,81.778999,81.778999,89.085297,89.103104,89.160698,89.160698,89.171204,89.171204,89.241997,89.241997,89.962997,89.962997,89.962997,89.962997,89.962997,89.962997,89.969101,92.7771,92.7845,92.7845,99.832397,99.932602,99.932602,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.937698,99.981499,99.981499,99.981499,100,100,100,100,100
4,d_3,0,0.2253,69.268204,72.400002,74.333603,77.109001,81.644096,81.712997,81.712997,81.712997,81.712997,81.712997,81.712997,81.712997,81.712997,81.712997,88.658699,88.664803,88.7136,88.7136,88.718399,88.718399,88.784401,88.784401,89.579697,89.579697,89.579697,89.579697,89.579697,89.579697,89.579697,92.460899,92.473999,92.4804,99.842598,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.941498,99.977203,99.977203,99.977203,100,100,100,100,100
5,d_3,0.0063,0.2059,71.362999,74.526703,76.280899,79.0308,83.318703,83.384697,83.384697,83.384697,83.384697,83.384697,83.384697,83.384697,83.384697,83.384697,89.8162,89.8162,89.864998,89.864998,89.864998,89.864998,89.9207,89.9207,90.727798,90.727798,90.727798,90.727798,90.727798,90.727798,90.727798,93.549301,93.549301,93.549301,99.852097,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.942703,99.988998,99.988998,99.988998,100,100,100,100,100
6,d_3,0,0.198,70.765297,73.832901,75.570702,77.960503,82.373596,82.428802,82.428802,82.428802,82.428802,82.428802,82.428802,82.428802,82.428802,82.428802,89.235703,89.243401,89.290001,89.290001,89.290001,89.290001,89.344101,89.344101,90.0784,90.0784,90.0784,90.0784,90.0784,90.0784,90.084396,93.148201,93.148201,93.148201,99.8592,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.953796,99.986801,99.986801,99.986801,99.993301,99.993301,99.993301,99.993301,100
0,d_30,0,0.56699997,0.56699997,0.56699997,0.56699997,0.56699997,0.56699997,0.56699997,0.56699997,0.56699997,0.5715,2.0606999,2.1322,2.1322,2.1322,2.1322,2.1322,2.1738,2.1842,2.1842,2.1842,2.1842,2.2017,2.2017,2.2017,2.7253001,8.2180996,8.6497002,8.6704998,90.351898,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.965797,99.978302,100,100,100,100
1,d_30,0,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,0.73070002,2.3097,2.4017999,2.4017999,2.4017999,2.4017999,2.4079001,2.4449999,2.4597001,2.4597001,2.4597001,2.4597001,2.4676001,2.4676001,2.4676001,3.0539,8.7062998,9.1348,9.1597004,90.135902,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.960899,99.971298,100,100,100,100
2,d_30,0,0.6936,0.6936,0.6936,0.6936,0.6936,0.6936,0.6936,0.6936,0.6936,0.6936,2.2579,2.3633001,2.3633001,2.3633001,2.3633001,2.3682001,2.4112,2.4158001,2.4158001,2.4158001,2.4158001,2.4289,2.4289,2.4289,3.0569999,8.7028999,9.0969,9.1394997,89.941803,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.961601,99.969597,100,100,100,100
3,d_30,0,0.66750002,0.66750002,0.66750002,0.66750002,0.67119998,0.67119998,0.67119998,0.67119998,0.6771,0.6771,2.2100999,2.3144,2.3144,2.3144,2.3144,2.319,2.3657,2.3697,2.3697,2.3697,2.3697,2.3785,2.3785,2.3785,2.9960999,8.2360001,8.6450005,8.6807003,90.230003,99.942703,99.942703,99.942703,99.942703,99.942703,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.948799,99.965202,100,100,100,100
4,d_30,0,0.70599997,0.70599997,0.70599997,0.70599997,0.70599997,0.70959997,0.70959997,0.70959997,0.70959997,0.70959997,2.2168,2.3210001,2.3210001,2.3210001,2.3210001,2.3210001,2.3736999,2.3829,2.3829,2.3870001,2.3870001,2.4057,2.4057,2.4102001,2.8838999,8.4289999,8.8597002,8.8980999,90.137299,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.970497,99.9785,100,100,100,100
5,d_30,0,0.6681,0.6681,0.6681,0.6681,0.6735,0.67809999,0.67809999,0.67809999,0.67809999,0.67809999,2.1498001,2.2395,2.2395,2.2395,2.2395,2.2395,2.2883,2.2939999,2.2939999,2.2988999,2.2988999,2.3050001,2.3050001,2.3050001,2.7686999,8.1413002,8.5367002,8.5648003,90.183701,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.959099,99.969498,100,100,100,100
6,d_30,0,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,0.57120001,2.0084,2.0885999,2.0885999,2.0885999,2.0885999,2.0885999,2.1327,2.1440001,2.1440001,2.1487999,2.1487999,2.1693001,2.1693001,2.1693001,2.6682,8.3334999,8.7268,8.7574997,90.307602,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.955399,99.9748,100,100,100,100
